"player_name","country","metric","value"
"Sean O'Brien","Ireland","carries","49.0"
"Jamie Heaslip","Ireland","carries","48.0"
"Keith Earls","Ireland","carries","46.0"
"Rob Kearney","Ireland","carries","42.0"
"Iain Henderson","Ireland","carries","40.0"
"Robbie Henshaw","Ireland","carries","37.0"
"Chris Henry","Ireland","carries","36.0"
"Rory Best","Ireland","carries","33.0"
"Peter O'Mahony","Ireland","carries","32.0"
"Dave Kearney","Ireland","carries","32.0"
"Ian Madigan","Ireland","carries","31.0"
"Cian Healy","Ireland","carries","27.0"
"Tommy Bowe","Ireland","carries","25.0"
"Simon Zebo","Ireland","carries","23.0"
"Jared Payne","Ireland","carries","23.0"
"Devin Toner","Ireland","carries","22.0"
"Paul O'Connell","Ireland","carries","22.0"
"Jack McGrath","Ireland","carries","20.0"
"Conor Murray","Ireland","carries","18.0"
"Jordi Murphy","Ireland","carries","16.0"
"Luke Fitzgerald","Ireland","carries","16.0"
"Donnacha Ryan","Ireland","carries","11.0"
"Jonathan Sexton","Ireland","carries","10.0"
"Darren Cave","Ireland","carries","9.0"
"Sean Cronin","Ireland","carries","8.0"
"Mike Ross","Ireland","carries","7.0"
"Nathan White","Ireland","carries","6.0"
"Eoin Reddan","Ireland","carries","5.0"
"Richardt Strauss","Ireland","carries","4.0"
"Rhys Ruddock","Ireland","carries","2.0"
"Paddy Jackson","Ireland","carries","1.0"
"Keith Earls","Ireland","clean_breaks","5.0"
"Luke Fitzgerald","Ireland","clean_breaks","4.0"
"Jared Payne","Ireland","clean_breaks","3.0"
"Rob Kearney","Ireland","clean_breaks","3.0"
"Simon Zebo","Ireland","clean_breaks","2.0"
"Dave Kearney","Ireland","clean_breaks","2.0"
"Jamie Heaslip","Ireland","clean_breaks","2.0"
"Jonathan Sexton","Ireland","clean_breaks","2.0"
"Darren Cave","Ireland","clean_breaks","2.0"
"Chris Henry","Ireland","clean_breaks","1.0"
"Conor Murray","Ireland","clean_breaks","1.0"
"Peter O'Mahony","Ireland","clean_breaks","1.0"
"Rory Best","Ireland","clean_breaks","1.0"
"Tommy Bowe","Ireland","clean_breaks","1.0"
"Ian Madigan","Ireland","clean_breaks","1.0"
"Robbie Henshaw","Ireland","clean_breaks","1.0"
"Jordi Murphy","Ireland","clean_breaks","1.0"
"Rob Kearney","Ireland","metres_made","285.0"
"Keith Earls","Ireland","metres_made","263.0"
"Simon Zebo","Ireland","metres_made","152.0"
"Jared Payne","Ireland","metres_made","147.0"
"Luke Fitzgerald","Ireland","metres_made","147.0"
"Dave Kearney","Ireland","metres_made","141.0"
"Jamie Heaslip","Ireland","metres_made","129.0"
"Tommy Bowe","Ireland","metres_made","122.0"
"Robbie Henshaw","Ireland","metres_made","115.0"
"Jonathan Sexton","Ireland","metres_made","102.0"
"Sean O'Brien","Ireland","metres_made","96.0"
"Ian Madigan","Ireland","metres_made","91.0"
"Iain Henderson","Ireland","metres_made","84.0"
"Chris Henry","Ireland","metres_made","77.0"
"Darren Cave","Ireland","metres_made","67.0"
"Peter O'Mahony","Ireland","metres_made","62.0"
"Conor Murray","Ireland","metres_made","60.0"
"Rory Best","Ireland","metres_made","47.0"
"Cian Healy","Ireland","metres_made","45.0"
"Paul O'Connell","Ireland","metres_made","36.0"
"Devin Toner","Ireland","metres_made","36.0"
"Sean Cronin","Ireland","metres_made","32.0"
"Jordi Murphy","Ireland","metres_made","26.0"
"Jack McGrath","Ireland","metres_made","17.0"
"Donnacha Ryan","Ireland","metres_made","12.0"
"Richardt Strauss","Ireland","metres_made","11.0"
"Eoin Reddan","Ireland","metres_made","7.0"
"Nathan White","Ireland","metres_made","6.0"
"Mike Ross","Ireland","metres_made","6.0"
"Rhys Ruddock","Ireland","metres_made","3.0"
"Jamie Heaslip","Ireland","offloads_made","3.0"
"Robbie Henshaw","Ireland","offloads_made","3.0"
"Jordi Murphy","Ireland","offloads_made","3.0"
"Keith Earls","Ireland","offloads_made","2.0"
"Jared Payne","Ireland","offloads_made","2.0"
"Iain Henderson","Ireland","offloads_made","2.0"
"Rory Best","Ireland","offloads_made","1.0"
"Eoin Reddan","Ireland","offloads_made","1.0"
"Peter O'Mahony","Ireland","offloads_made","1.0"
"Chris Henry","Ireland","offloads_made","1.0"
"Conor Murray","Ireland","offloads_made","1.0"
"Ian Madigan","Ireland","offloads_made","1.0"
"Sean O'Brien","Ireland","turnovers_won","5.0"
"Iain Henderson","Ireland","turnovers_won","5.0"
"Chris Henry","Ireland","turnovers_won","5.0"
"Jordi Murphy","Ireland","turnovers_won","3.0"
"Rory Best","Ireland","turnovers_won","3.0"
"Peter O'Mahony","Ireland","turnovers_won","3.0"
"Jonathan Sexton","Ireland","turnovers_won","2.0"
"Richardt Strauss","Ireland","turnovers_won","2.0"
"Conor Murray","Ireland","turnovers_won","2.0"
"Paul O'Connell","Ireland","turnovers_won","2.0"
"Jamie Heaslip","Ireland","turnovers_won","2.0"
"Eoin Reddan","Ireland","turnovers_won","2.0"
"Robbie Henshaw","Ireland","turnovers_won","2.0"
"Keith Earls","Ireland","turnovers_won","1.0"
"Sean Cronin","Ireland","turnovers_won","1.0"
"Jared Payne","Ireland","turnovers_won","1.0"
"Tommy Bowe","Ireland","turnovers_won","1.0"
"Cian Healy","Ireland","turnovers_won","1.0"
"Rob Kearney","Ireland","turnovers_won","1.0"
"Chris Henry","Ireland","matches","5"
"Cian Healy","Ireland","matches","5"
"Conor Murray","Ireland","matches","5"
"Jack McGrath","Ireland","matches","5"
"Jamie Heaslip","Ireland","matches","5"
"Keith Earls","Ireland","matches","5"
"Nathan White","Ireland","matches","5"
"Dave Kearney","Ireland","matches","4"
"Devin Toner","Ireland","matches","4"
"Eoin Reddan","Ireland","matches","4"
"Iain Henderson","Ireland","matches","4"
"Ian Madigan","Ireland","matches","4"
"Luke Fitzgerald","Ireland","matches","4"
"Mike Ross","Ireland","matches","4"
"Paul O'Connell","Ireland","matches","4"
"Rob Kearney","Ireland","matches","4"
"Rory Best","Ireland","matches","4"
"Sean O'Brien","Ireland","matches","4"
"Tommy Bowe","Ireland","matches","4"
"Donnacha Ryan","Ireland","matches","3"
"Jonathan Sexton","Ireland","matches","3"
"Peter O'Mahony","Ireland","matches","3"
"Richardt Strauss","Ireland","matches","3"
"Robbie Henshaw","Ireland","matches","3"
"Sean Cronin","Ireland","matches","3"
"Simon Zebo","Ireland","matches","3"
"Jared Payne","Ireland","matches","2"
"Jordi Murphy","Ireland","matches","2"
"Darren Cave","Ireland","matches","1"
"Paddy Jackson","Ireland","matches","1"
"Rhys Ruddock","Ireland","matches","1"
"Tadhg Furlong","Ireland","matches","1"
"Keith Earls","Ireland","tries","3"
"Rob Kearney","Ireland","tries","3"
"Tommy Bowe","Ireland","tries","2"
"Chris Henry","Ireland","tries","1"
"Conor Murray","Ireland","tries","1"
"Dave Kearney","Ireland","tries","1"
"Iain Henderson","Ireland","tries","1"
"Jared Payne","Ireland","tries","1"
"Jonathan Sexton","Ireland","tries","1"
"Jordi Murphy","Ireland","tries","1"
"Luke Fitzgerald","Ireland","tries","1"
"Sean Cronin","Ireland","tries","1"
"Sean O'Brien","Ireland","tries","1"
"Cian Healy","Ireland","tries","0"
"Darren Cave","Ireland","tries","0"
"Devin Toner","Ireland","tries","0"
"Donnacha Ryan","Ireland","tries","0"
"Eoin Reddan","Ireland","tries","0"
"Ian Madigan","Ireland","tries","0"
"Jack McGrath","Ireland","tries","0"
"Jamie Heaslip","Ireland","tries","0"
"Mike Ross","Ireland","tries","0"
"Nathan White","Ireland","tries","0"
"Paddy Jackson","Ireland","tries","0"
"Paul O'Connell","Ireland","tries","0"
"Peter O'Mahony","Ireland","tries","0"
"Rhys Ruddock","Ireland","tries","0"
"Richardt Strauss","Ireland","tries","0"
"Robbie Henshaw","Ireland","tries","0"
"Rory Best","Ireland","tries","0"
"Simon Zebo","Ireland","tries","0"
"Tadhg Furlong","Ireland","tries","0"
"Sean O'Brien","Ireland","carries_over_gain_line","29.0"
"Keith Earls","Ireland","carries_over_gain_line","24.0"
"Robbie Henshaw","Ireland","carries_over_gain_line","22.0"
"Iain Henderson","Ireland","carries_over_gain_line","20.0"
"Jamie Heaslip","Ireland","carries_over_gain_line","20.0"
"Chris Henry","Ireland","carries_over_gain_line","16.0"
"Cian Healy","Ireland","carries_over_gain_line","16.0"
"Ian Madigan","Ireland","carries_over_gain_line","13.0"
"Tommy Bowe","Ireland","carries_over_gain_line","13.0"
"Jared Payne","Ireland","carries_over_gain_line","13.0"
"Peter O'Mahony","Ireland","carries_over_gain_line","13.0"
"Rory Best","Ireland","carries_over_gain_line","12.0"
"Dave Kearney","Ireland","carries_over_gain_line","11.0"
"Paul O'Connell","Ireland","carries_over_gain_line","11.0"
"Devin Toner","Ireland","carries_over_gain_line","10.0"
"Simon Zebo","Ireland","carries_over_gain_line","10.0"
"Rob Kearney","Ireland","carries_over_gain_line","10.0"
"Conor Murray","Ireland","carries_over_gain_line","10.0"
"Jack McGrath","Ireland","carries_over_gain_line","8.0"
"Luke Fitzgerald","Ireland","carries_over_gain_line","8.0"
"Darren Cave","Ireland","carries_over_gain_line","7.0"
"Sean Cronin","Ireland","carries_over_gain_line","6.0"
"Mike Ross","Ireland","carries_over_gain_line","5.0"
"Jonathan Sexton","Ireland","carries_over_gain_line","4.0"
"Jordi Murphy","Ireland","carries_over_gain_line","4.0"
"Donnacha Ryan","Ireland","carries_over_gain_line","3.0"
"Nathan White","Ireland","carries_over_gain_line","2.0"
"Rhys Ruddock","Ireland","carries_over_gain_line","2.0"
"Richardt Strauss","Ireland","carries_over_gain_line","2.0"
"Eoin Reddan","Ireland","carries_over_gain_line","1.0"
"Peter O'Mahony","Ireland","lineout_steals","3.0"
"Chris Henry","Ireland","lineout_steals","2.0"
"Donnacha Ryan","Ireland","lineout_steals","1.0"
"Paul O'Connell","Ireland","lineout_steals","1.0"
"Conor Murray","Ireland","lineout_steals","1.0"
"Devin Toner","Ireland","lineout_steals","1.0"
"Iain Henderson","Ireland","lineout_steals","1.0"
"Rory Best","Ireland","lineouts_won","36.0"
"Richardt Strauss","Ireland","lineouts_won","13.0"
"Sean Cronin","Ireland","lineouts_won","5.0"
"Iain Henderson","Ireland","lineouts_won","1.0"
"Chrysander Botha","Namibia","offloads_made","3.0"
"Johan Deysel","Namibia","offloads_made","3.0"
"Damian Stevens","Namibia","offloads_made","2.0"
"PJ Van Lill","Namibia","offloads_made","2.0"
"Renaldo Bothma","Namibia","offloads_made","2.0"
"Theuns Kotze","Namibia","offloads_made","2.0"
"Eneill Buitendag","Namibia","offloads_made","1.0"
"Russel Van Wyk","Namibia","offloads_made","1.0"
"Conrad Marais","Namibia","offloads_made","1.0"
"JC Greyling","Namibia","offloads_made","1.0"
"Jaco Engels","Namibia","offloads_made","1.0"
"Johan Tromp","Namibia","offloads_made","1.0"
"Tjiuee Uanivi","Namibia","offloads_made","1.0"
"Johan Tromp","Namibia","clean_breaks","4.0"
"Johan Deysel","Namibia","clean_breaks","3.0"
"Russel Van Wyk","Namibia","clean_breaks","2.0"
"Renaldo Bothma","Namibia","clean_breaks","2.0"
"Tjiuee Uanivi","Namibia","clean_breaks","2.0"
"Chrysander Botha","Namibia","clean_breaks","1.0"
"Rohan Kitshoff","Namibia","clean_breaks","1.0"
"JC Greyling","Namibia","clean_breaks","1.0"
"Wian Conradie","Namibia","clean_breaks","1.0"
"Johan Coetzee","Namibia","clean_breaks","1.0"
"Janco Venter","Namibia","clean_breaks","1.0"
"Eugene Jantjies","Namibia","clean_breaks","1.0"
"Renaldo Bothma","Namibia","carries","23.0"
"Johan Deysel","Namibia","carries","20.0"
"Theuns Kotze","Namibia","carries","20.0"
"Chrysander Botha","Namibia","carries","19.0"
"PJ Van Lill","Namibia","carries","15.0"
"Torsten Van Jaarsveld","Namibia","carries","15.0"
"Johan Tromp","Namibia","carries","13.0"
"Tinus Du Plessis","Namibia","carries","12.0"
"Wian Conradie","Namibia","carries","12.0"
"Rohan Kitshoff","Namibia","carries","11.0"
"Johnny Redelinghuys","Namibia","carries","10.0"
"Tjiuee Uanivi","Namibia","carries","9.0"
"Russel Van Wyk","Namibia","carries","8.0"
"JC Greyling","Namibia","carries","8.0"
"Jacques Burger","Namibia","carries","7.0"
"Conrad Marais","Namibia","carries","7.0"
"Eugene Jantjies","Namibia","carries","6.0"
"Darryl De La Harpe","Namibia","carries","6.0"
"Damian Stevens","Namibia","carries","5.0"
"Johan Coetzee","Namibia","carries","5.0"
"Janco Venter","Namibia","carries","4.0"
"Jaco Engels","Namibia","carries","3.0"
"Eneill Buitendag","Namibia","carries","3.0"
"Heinrich Smit","Namibia","carries","3.0"
"David Philander","Namibia","carries","3.0"
"Casper Viviers","Namibia","carries","3.0"
"Leneve Damens","Namibia","carries","3.0"
"Danie Van Wyk","Namibia","carries","2.0"
"Louis van der Westhuizen","Namibia","carries","2.0"
"AJ De Klerk","Namibia","carries","1.0"
"Jacques Burger","Namibia","tries","2"
"Johan Tromp","Namibia","tries","2"
"Eugene Jantjies","Namibia","tries","1"
"JC Greyling","Namibia","tries","1"
"Johan Deysel","Namibia","tries","1"
"Theuns Kotze","Namibia","tries","1"
"AJ De Klerk","Namibia","tries","0"
"Casper Viviers","Namibia","tries","0"
"Chrysander Botha","Namibia","tries","0"
"Conrad Marais","Namibia","tries","0"
"Damian Stevens","Namibia","tries","0"
"Danie Van Wyk","Namibia","tries","0"
"Darryl De La Harpe","Namibia","tries","0"
"David Philander","Namibia","tries","0"
"Eneill Buitendag","Namibia","tries","0"
"Heinrich Smit","Namibia","tries","0"
"Jaco Engels","Namibia","tries","0"
"Janco Venter","Namibia","tries","0"
"Johan Coetzee","Namibia","tries","0"
"Johnny Redelinghuys","Namibia","tries","0"
"Leneve Damens","Namibia","tries","0"
"Louis van der Westhuizen","Namibia","tries","0"
"PJ Van Lill","Namibia","tries","0"
"Raoul Larson","Namibia","tries","0"
"Renaldo Bothma","Namibia","tries","0"
"Rohan Kitshoff","Namibia","tries","0"
"Russel Van Wyk","Namibia","tries","0"
"Tinus Du Plessis","Namibia","tries","0"
"Tjiuee Uanivi","Namibia","tries","0"
"Torsten Van Jaarsveld","Namibia","tries","0"
"Wian Conradie","Namibia","tries","0"
"Tinus Du Plessis","Namibia","turnovers_won","4.0"
"Chrysander Botha","Namibia","turnovers_won","3.0"
"Rohan Kitshoff","Namibia","turnovers_won","3.0"
"PJ Van Lill","Namibia","turnovers_won","3.0"
"David Philander","Namibia","turnovers_won","2.0"
"Torsten Van Jaarsveld","Namibia","turnovers_won","2.0"
"Tjiuee Uanivi","Namibia","turnovers_won","2.0"
"Jacques Burger","Namibia","turnovers_won","2.0"
"Wian Conradie","Namibia","turnovers_won","2.0"
"Johan Deysel","Namibia","turnovers_won","2.0"
"Johnny Redelinghuys","Namibia","turnovers_won","1.0"
"Russel Van Wyk","Namibia","turnovers_won","1.0"
"JC Greyling","Namibia","turnovers_won","1.0"
"Eneill Buitendag","Namibia","turnovers_won","1.0"
"AJ De Klerk","Namibia","turnovers_won","1.0"
"Johan Tromp","Namibia","turnovers_won","1.0"
"Johan Tromp","Namibia","metres_made","144.0"
"Chrysander Botha","Namibia","metres_made","102.0"
"Theuns Kotze","Namibia","metres_made","81.0"
"JC Greyling","Namibia","metres_made","70.0"
"Renaldo Bothma","Namibia","metres_made","69.0"
"Johan Deysel","Namibia","metres_made","54.0"
"Russel Van Wyk","Namibia","metres_made","48.0"
"PJ Van Lill","Namibia","metres_made","46.0"
"Tjiuee Uanivi","Namibia","metres_made","37.0"
"Wian Conradie","Namibia","metres_made","36.0"
"Rohan Kitshoff","Namibia","metres_made","32.0"
"Darryl De La Harpe","Namibia","metres_made","31.0"
"Damian Stevens","Namibia","metres_made","27.0"
"Janco Venter","Namibia","metres_made","25.0"
"Johan Coetzee","Namibia","metres_made","19.0"
"David Philander","Namibia","metres_made","17.0"
"Eugene Jantjies","Namibia","metres_made","17.0"
"Tinus Du Plessis","Namibia","metres_made","17.0"
"Johnny Redelinghuys","Namibia","metres_made","13.0"
"Torsten Van Jaarsveld","Namibia","metres_made","12.0"
"Eneill Buitendag","Namibia","metres_made","10.0"
"Heinrich Smit","Namibia","metres_made","8.0"
"Jacques Burger","Namibia","metres_made","7.0"
"Conrad Marais","Namibia","metres_made","6.0"
"Leneve Damens","Namibia","metres_made","5.0"
"Danie Van Wyk","Namibia","metres_made","4.0"
"AJ De Klerk","Namibia","metres_made","1.0"
"Renaldo Bothma","Namibia","carries_over_gain_line","11.0"
"Wian Conradie","Namibia","carries_over_gain_line","8.0"
"Theuns Kotze","Namibia","carries_over_gain_line","6.0"
"Johnny Redelinghuys","Namibia","carries_over_gain_line","6.0"
"PJ Van Lill","Namibia","carries_over_gain_line","5.0"
"Johan Deysel","Namibia","carries_over_gain_line","5.0"
"Torsten Van Jaarsveld","Namibia","carries_over_gain_line","5.0"
"Johan Tromp","Namibia","carries_over_gain_line","5.0"
"Chrysander Botha","Namibia","carries_over_gain_line","4.0"
"JC Greyling","Namibia","carries_over_gain_line","3.0"
"Russel Van Wyk","Namibia","carries_over_gain_line","3.0"
"Tinus Du Plessis","Namibia","carries_over_gain_line","3.0"
"Janco Venter","Namibia","carries_over_gain_line","3.0"
"Jacques Burger","Namibia","carries_over_gain_line","3.0"
"Johan Coetzee","Namibia","carries_over_gain_line","3.0"
"Eneill Buitendag","Namibia","carries_over_gain_line","2.0"
"Rohan Kitshoff","Namibia","carries_over_gain_line","2.0"
"Darryl De La Harpe","Namibia","carries_over_gain_line","2.0"
"Heinrich Smit","Namibia","carries_over_gain_line","2.0"
"Tjiuee Uanivi","Namibia","carries_over_gain_line","2.0"
"Conrad Marais","Namibia","carries_over_gain_line","2.0"
"AJ De Klerk","Namibia","carries_over_gain_line","1.0"
"David Philander","Namibia","carries_over_gain_line","1.0"
"Eugene Jantjies","Namibia","carries_over_gain_line","1.0"
"Damian Stevens","Namibia","carries_over_gain_line","1.0"
"Danie Van Wyk","Namibia","carries_over_gain_line","1.0"
"Leneve Damens","Namibia","carries_over_gain_line","1.0"
"Chrysander Botha","Namibia","matches","4"
"Johan Coetzee","Namibia","matches","4"
"Johan Tromp","Namibia","matches","4"
"Louis van der Westhuizen","Namibia","matches","4"
"PJ Van Lill","Namibia","matches","4"
"Rohan Kitshoff","Namibia","matches","4"
"Theuns Kotze","Namibia","matches","4"
"Tinus Du Plessis","Namibia","matches","4"
"Tjiuee Uanivi","Namibia","matches","4"
"Torsten Van Jaarsveld","Namibia","matches","4"
"Damian Stevens","Namibia","matches","3"
"David Philander","Namibia","matches","3"
"Eugene Jantjies","Namibia","matches","3"
"Jaco Engels","Namibia","matches","3"
"Jacques Burger","Namibia","matches","3"
"Janco Venter","Namibia","matches","3"
"Johan Deysel","Namibia","matches","3"
"Johnny Redelinghuys","Namibia","matches","3"
"Renaldo Bothma","Namibia","matches","3"
"Russel Van Wyk","Namibia","matches","3"
"AJ De Klerk","Namibia","matches","2"
"Casper Viviers","Namibia","matches","2"
"Conrad Marais","Namibia","matches","2"
"Danie Van Wyk","Namibia","matches","2"
"Darryl De La Harpe","Namibia","matches","2"
"Eneill Buitendag","Namibia","matches","2"
"Heinrich Smit","Namibia","matches","2"
"JC Greyling","Namibia","matches","2"
"Leneve Damens","Namibia","matches","2"
"Raoul Larson","Namibia","matches","2"
"Wian Conradie","Namibia","matches","2"
"Tjiuee Uanivi","Namibia","lineout_steals","1.0"
"Torsten Van Jaarsveld","Namibia","lineouts_won","30.0"
"Louis van der Westhuizen","Namibia","lineouts_won","5.0"
"Chrysander Botha","Namibia","lineouts_won","1.0"
"JC Greyling","Namibia","lineouts_won","1.0"
"Agustín Creevy","Argentina","lineouts_won","25.0"
"Julian Montoya","Argentina","lineouts_won","20.0"
"Santiago Cordero","Argentina","lineouts_won","1.0"
"Horacio Agulla","Argentina","lineouts_won","1.0"
"Juan Martín Hernández","Argentina","lineouts_won","1.0"
"Leonardo Senatore","Argentina","lineouts_won","1.0"
"Santiago Cordero","Argentina","metres_made","348.0"
"Joaquin Tuculet","Argentina","metres_made","330.0"
"Juan Imhoff","Argentina","metres_made","306.0"
"Matías Moroni","Argentina","metres_made","229.0"
"Leonardo Senatore","Argentina","metres_made","199.0"
"Lucas Gonzalez Amorosino","Argentina","metres_made","195.0"
"Pablo Matera","Argentina","metres_made","171.0"
"Facundo Isa","Argentina","metres_made","142.0"
"Nicolas Sanchez","Argentina","metres_made","130.0"
"Horacio Agulla","Argentina","metres_made","130.0"
"Martín Landajo","Argentina","metres_made","104.0"
"Jeronimo De La Fuente","Argentina","metres_made","98.0"
"Juan Martín Fernandez Lobbe","Argentina","metres_made","91.0"
"Tomas Cubelli","Argentina","metres_made","88.0"
"Julian Montoya","Argentina","metres_made","84.0"
"Agustín Creevy","Argentina","metres_made","83.0"
"Marcelo Bosch","Argentina","metres_made","68.0"
"Juan Martín Hernández","Argentina","metres_made","60.0"
"Ramiro Herrera","Argentina","metres_made","53.0"
"Tomas Lavanini","Argentina","metres_made","52.0"
"Guido Petti Pagadizabal","Argentina","metres_made","52.0"
"Juan Pablo Socino","Argentina","metres_made","46.0"
"Matias Alemanno","Argentina","metres_made","46.0"
"Lucas Noguera","Argentina","metres_made","35.0"
"Marcos Ayerza","Argentina","metres_made","29.0"
"Santiago Gonzalez Iglesias","Argentina","metres_made","25.0"
"Juan Manuel Leguizamon","Argentina","metres_made","22.0"
"Juan Pablo Orlandi","Argentina","metres_made","19.0"
"Javier Ortega Desio","Argentina","metres_made","19.0"
"Nahuel Tetaz Chaparro","Argentina","metres_made","15.0"
"Mariano Galarza","Argentina","metres_made","8.0"
"Facundo Isa","Argentina","offloads_made","6.0"
"Santiago Cordero","Argentina","offloads_made","5.0"
"Marcelo Bosch","Argentina","offloads_made","4.0"
"Lucas Gonzalez Amorosino","Argentina","offloads_made","4.0"
"Juan Imhoff","Argentina","offloads_made","4.0"
"Leonardo Senatore","Argentina","offloads_made","4.0"
"Juan Martín Fernandez Lobbe","Argentina","offloads_made","3.0"
"Tomas Cubelli","Argentina","offloads_made","3.0"
"Joaquin Tuculet","Argentina","offloads_made","2.0"
"Juan Pablo Socino","Argentina","offloads_made","2.0"
"Tomas Lavanini","Argentina","offloads_made","2.0"
"Juan Martín Hernández","Argentina","offloads_made","2.0"
"Marcos Ayerza","Argentina","offloads_made","2.0"
"Horacio Agulla","Argentina","offloads_made","2.0"
"Agustín Creevy","Argentina","offloads_made","2.0"
"Martín Landajo","Argentina","offloads_made","2.0"
"Nicolas Sanchez","Argentina","offloads_made","2.0"
"Pablo Matera","Argentina","offloads_made","1.0"
"Santiago Gonzalez Iglesias","Argentina","offloads_made","1.0"
"Javier Ortega Desio","Argentina","offloads_made","1.0"
"Guido Petti Pagadizabal","Argentina","offloads_made","1.0"
"Juan Imhoff","Argentina","tries","5"
"Santiago Cordero","Argentina","tries","3"
"Joaquin Tuculet","Argentina","tries","2"
"Julian Montoya","Argentina","tries","2"
"Matías Moroni","Argentina","tries","2"
"Tomas Cubelli","Argentina","tries","2"
"Facundo Isa","Argentina","tries","1"
"Guido Petti Pagadizabal","Argentina","tries","1"
"Horacio Agulla","Argentina","tries","1"
"Juan Martín Hernández","Argentina","tries","1"
"Leonardo Senatore","Argentina","tries","1"
"Lucas Noguera","Argentina","tries","1"
"Martín Landajo","Argentina","tries","1"
"Matias Alemanno","Argentina","tries","1"
"Nicolas Sanchez","Argentina","tries","1"
"Tomas Lavanini","Argentina","tries","1"
"Agustín Creevy","Argentina","tries","0"
"Javier Ortega Desio","Argentina","tries","0"
"Jeronimo De La Fuente","Argentina","tries","0"
"Juan Manuel Leguizamon","Argentina","tries","0"
"Juan Martín Fernandez Lobbe","Argentina","tries","0"
"Juan Pablo Orlandi","Argentina","tries","0"
"Juan Pablo Socino","Argentina","tries","0"
"Lucas Gonzalez Amorosino","Argentina","tries","0"
"Marcelo Bosch","Argentina","tries","0"
"Marcos Ayerza","Argentina","tries","0"
"Mariano Galarza","Argentina","tries","0"
"Nahuel Tetaz Chaparro","Argentina","tries","0"
"Pablo Matera","Argentina","tries","0"
"Ramiro Herrera","Argentina","tries","0"
"Santiago Gonzalez Iglesias","Argentina","tries","0"
"Joaquin Tuculet","Argentina","carries","45.0"
"Leonardo Senatore","Argentina","carries","38.0"
"Juan Martín Fernandez Lobbe","Argentina","carries","37.0"
"Santiago Cordero","Argentina","carries","35.0"
"Agustín Creevy","Argentina","carries","34.0"
"Facundo Isa","Argentina","carries","33.0"
"Pablo Matera","Argentina","carries","32.0"
"Tomas Cubelli","Argentina","carries","31.0"
"Tomas Lavanini","Argentina","carries","28.0"
"Marcelo Bosch","Argentina","carries","28.0"
"Juan Imhoff","Argentina","carries","25.0"
"Nicolas Sanchez","Argentina","carries","22.0"
"Lucas Gonzalez Amorosino","Argentina","carries","22.0"
"Jeronimo De La Fuente","Argentina","carries","21.0"
"Matías Moroni","Argentina","carries","21.0"
"Guido Petti Pagadizabal","Argentina","carries","20.0"
"Ramiro Herrera","Argentina","carries","19.0"
"Julian Montoya","Argentina","carries","18.0"
"Juan Martín Hernández","Argentina","carries","17.0"
"Matias Alemanno","Argentina","carries","17.0"
"Horacio Agulla","Argentina","carries","17.0"
"Martín Landajo","Argentina","carries","16.0"
"Lucas Noguera","Argentina","carries","13.0"
"Marcos Ayerza","Argentina","carries","11.0"
"Juan Manuel Leguizamon","Argentina","carries","11.0"
"Juan Pablo Socino","Argentina","carries","10.0"
"Juan Pablo Orlandi","Argentina","carries","9.0"
"Santiago Gonzalez Iglesias","Argentina","carries","8.0"
"Nahuel Tetaz Chaparro","Argentina","carries","8.0"
"Javier Ortega Desio","Argentina","carries","6.0"
"Mariano Galarza","Argentina","carries","4.0"
"Agustín Creevy","Argentina","matches","5"
"Juan Imhoff","Argentina","matches","5"
"Juan Martín Fernandez Lobbe","Argentina","matches","5"
"Julian Montoya","Argentina","matches","5"
"Lucas Noguera","Argentina","matches","5"
"Martín Landajo","Argentina","matches","5"
"Pablo Matera","Argentina","matches","5"
"Ramiro Herrera","Argentina","matches","5"
"Tomas Cubelli","Argentina","matches","5"
"Facundo Isa","Argentina","matches","4"
"Guido Petti Pagadizabal","Argentina","matches","4"
"Jeronimo De La Fuente","Argentina","matches","4"
"Joaquin Tuculet","Argentina","matches","4"
"Juan Martín Hernández","Argentina","matches","4"
"Leonardo Senatore","Argentina","matches","4"
"Marcos Ayerza","Argentina","matches","4"
"Matias Alemanno","Argentina","matches","4"
"Nicolas Sanchez","Argentina","matches","4"
"Santiago Cordero","Argentina","matches","4"
"Tomas Lavanini","Argentina","matches","4"
"Juan Pablo Orlandi","Argentina","matches","3"
"Lucas Gonzalez Amorosino","Argentina","matches","3"
"Marcelo Bosch","Argentina","matches","3"
"Matías Moroni","Argentina","matches","3"
"Horacio Agulla","Argentina","matches","2"
"Javier Ortega Desio","Argentina","matches","2"
"Juan Manuel Leguizamon","Argentina","matches","2"
"Nahuel Tetaz Chaparro","Argentina","matches","2"
"Santiago Gonzalez Iglesias","Argentina","matches","2"
"Juan Pablo Socino","Argentina","matches","1"
"Mariano Galarza","Argentina","matches","1"
"Agustín Creevy","Argentina","turnovers_won","8.0"
"Santiago Cordero","Argentina","turnovers_won","5.0"
"Facundo Isa","Argentina","turnovers_won","3.0"
"Lucas Noguera","Argentina","turnovers_won","2.0"
"Jeronimo De La Fuente","Argentina","turnovers_won","2.0"
"Tomas Cubelli","Argentina","turnovers_won","2.0"
"Matías Moroni","Argentina","turnovers_won","2.0"
"Juan Martín Fernandez Lobbe","Argentina","turnovers_won","2.0"
"Joaquin Tuculet","Argentina","turnovers_won","2.0"
"Lucas Gonzalez Amorosino","Argentina","turnovers_won","1.0"
"Julian Montoya","Argentina","turnovers_won","1.0"
